sep=,
project_log_link,type,client,site_name,project_no,shift_start_date,shift_start_day,night_or_day_shift,week_no,leave_place_of_rest,arrive_place_of_rest,total_travel_time,arrive_on_site,leave_site,total_site_time,time_lost,time_lost_2,time_lost_3,time_lost_4,inorail_staff,elr,postcode,miles_from,yards_from,miles_to,yards_to,total_yardage,was_shift_cancelled,staff_attended_count,subcontractors_attended_count,survey_grid,fiscal_week,fiscal_month,fiscal_quarter,fiscal_year,calendar_week,calendar_month,calendar_year
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-08-31_W23_Sunday_Night_JS.xlsm,Survey,CRSA,Hatch End Feeder,240335,08/31/2025,Sunday,Night,23,20:15:00,02:15:00,00:35:00,20:30:00,01:55:00,05:25:00,02:05:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,2,0,WCML,22,5,2,2026,35,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-09-02_W23_Tuesday_Night_OA.xlsm,Survey,CRSA,Hatch End Feeder,240335,09/02/2025,Tuesday,Night,23,22:00:00,05:00:00,02:45:00,23:45:00,04:00:00,04:15:00,02:00:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,5,1,WCML,23,6,2,2026,36,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Hatch_End_Feeder_25-08-30_W23_Saturday_Night_JS.xlsm,Survey,CRSA,Hatch End Feeder,240335,08/30/2025,Saturday,Night,23,17:30:00,05:30:00,03:15:00,20:30:00,05:15:00,08:45:00,04:00:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,WD19 5EG,13,960,14,204,918.04999999999927,No,2,0,WCML,22,5,2,2026,35,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Warehills_to_Tollerton_DVS_25-08-30_W23_Saturday_Night_KZ.xlsm,Survey,CRSA,Warehills to Tollerton DVS,240335,08/30/2025,Saturday,Night,23,22:20:00,07:00:00,02:50:00,23:45:00,05:35:00,05:50:00,04:00:00,00:00:00,00:00:00,00:00:00,K Zielinski,ECM5,YO61 1RG,8,1749,9,925,855.8799999999992,No,2,0,ECML14,22,5,2,2026,35,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Roade_&_Ashton_25-08-18_W21_Monday_Night_JS.xlsm,Survey,CRSA,Roade & Ashton,240335,08/18/2025,Monday,Night,21,22:30:00,10:20:00,04:55:00,01:00:00,07:55:00,06:55:00,02:35:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,NN7 2EW,58,300,58,880,530.34999999999127,No,2,0,ECML Snakegrid,21,5,2,2026,34,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Warehills_to_Tollerton_DVS_25-08-09_W20_Saturday_Night_TM.xlsm,Survey,CRSA,Warehills to Tollerton DVS,240335,08/09/2025,Saturday,Night,20,21:00:00,09:00:00,04:50:00,23:30:00,06:40:00,07:10:00,02:25:00,00:00:00,00:00:00,00:00:00,T Moncrieff,ECM5,YO61 1RG,8,1749,9,925,855.8799999999992,No,2,0,ECML14,19,5,2,2026,32,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Willesden_EMR_25-08-02_W19_Saturday_Night_JS.xlsm,Survey,CRSA,Willesden EMR,240335,08/02/2025,Saturday,Night,19,19:00:00,07:00:00,00:55:00,19:30:00,06:35:00,11:05:00,03:20:00,00:00:00,00:00:00,00:00:00,Joe Saxon,WLL,NW10 6QY,6,294,6,383,81.380000000001019,No,2,0,0,18,5,2,2026,31,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Wembley_Harrowdene_Road_25-07-27_W18_Sunday_Night_OA.xlsm,Survey,CRSA,Wembley Harrowdene Road,240335,07/27/2025,Sunday,Night,18,23:30:00,05:00:00,03:15:00,00:30:00,02:45:00,02:15:00,00:50:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,NAJ1,HA0 2LL,3,1213,4,978,1394.46,No,4,0,TBC,17,4,2,2026,30,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Wembley_Harrowdene_Road_25-07-20_W17_Sunday_Night_PS.xlsm,Survey,CRSA,Wembley Harrowdene Road,240335,07/20/2025,Sunday,Night,17,20:00:00,05:30:00,07:45:00,00:30:00,02:15:00,01:45:00,04:00:00,00:00:00,00:00:00,00:00:00,P. Serwinski,NAJ1,HA0 2LL,3,1213,4,978,1394.46,No,2,0,TBC,16,4,2,2026,29,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Wembley_Harrowdene_25-07-20_W17_Sunday_Night_MM.xlsm,Survey,CRSA,Wembley Harrowdene,240335,07/20/2025,Sunday,Night,17,21:30:00,05:30:00,05:45:00,00:30:00,02:45:00,02:15:00,04:00:00,00:00:00,00:00:00,00:00:00,M McAvoy,NAJ1,HA0 2LL,3,1213,4,978,1394.46,No,2,0,0,16,4,2,2026,29,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Willesden_EMR_25-07-12_W16_Saturday_Night_JS.xlsm,Survey,CRSA,Willesden EMR,240335,07/12/2025,Saturday,Night,16,21:30:00,06:00:00,03:45:00,00:45:00,05:30:00,04:45:00,03:35:00,00:00:00,00:00:00,00:00:00,Joe Saxon,WLL,NW10 6QY,6,294,6,383,81.380000000001019,No,2,0,0,15,4,2,2026,28,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Wembley_Harrowdene_Road_25-07-13_W16_Sunday_Night_OA.xlsm,Survey,CRSA,Wembley Harrowdene Road,240335,07/13/2025,Sunday,Night,16,23:00:00,05:30:00,02:30:00,00:30:00,04:30:00,04:00:00,01:25:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,NAJ1,HA0 2LL,3,1213,4,978,1394.46,No,4,0,TBC,15,4,2,2026,28,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Roade_&_Ashton_25-07-05_W15_Saturday_Night_PS.xlsm,Survey,CRSA,Roade & Ashton,240335,07/05/2025,Saturday,Night,15,00:00:00,00:00:00,20:00:00,01:30:00,05:30:00,04:00:00,02:50:00,00:00:00,00:00:00,00:00:00,P. Serwinski,LEC1,NN7 2EW,58,300,58,880,530.34999999999127,No,3,0,ECML Snakegrid,14,4,2,2026,27,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Roade_&_Ashton_25-06-28_W14_Saturday_Night_PS.xlsm,Survey,CRSA,Roade & Ashton,240335,06/28/2025,Saturday,Night,14,22:30:00,10:15:00,06:00:00,01:00:00,06:45:00,05:45:00,00:20:00,00:00:00,00:00:00,00:00:00,P. Serwinski,LEC1,NN7 2EW,58,300,58,880,530.34999999999127,No,2,0,ECML Snakegrid,13,3,1,2026,26,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Roade_&_Ashton_25-06-21_W13_Saturday_Night_TM.xlsm,Survey,CRSA,Roade & Ashton,240335,06/21/2025,Saturday,Night,13,22:15:00,10:15:00,05:25:00,01:00:00,07:35:00,06:35:00,02:30:00,00:00:00,00:00:00,00:00:00,T Moncrieff,LEC1,NN7 2EW,58,300,58,880,530.34999999999127,No,2,0,ECML Snakegrid,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Roade__Ashton_25-06-07_W11_Saturday_Night_PD.xlsm,Survey,CRSA,Roade & Ashton,240335,06/21/2025,Saturday,Night,13,22:15:00,10:15:00,05:25:00,01:00:00,07:35:00,06:35:00,02:30:00,00:00:00,00:00:00,00:00:00,T Moncrieff,LEC1,NN7 2EW,58,300,58,880,530.34999999999127,No,2,0,ECML Snakegrid,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Bermuda_Park_25-06-19_W12_Thursday_Night_JS.xlsm,Survey,CRSA,Bermuda Park,240335,06/19/2025,Thursday,Night,12,22:00:00,02:20:00,02:50:00,23:50:00,01:20:00,01:30:00,04:40:00,00:00:00,00:00:00,00:00:00,Joe Saxon,CNN,CV10 7QR,8,660,8,1265,553.20999999999913,No,3,0,OSTN15,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Bermuda_Park_25-06-18_W12_Wednesday_Night_JS.xlsm,Survey,CRSA,Bermuda Park,240335,06/18/2025,Wednesday,Night,12,22:00:00,05:50:00,03:50:00,23:50:00,03:50:00,04:00:00,02:25:00,00:00:00,00:00:00,00:00:00,Joe Saxon,CNN,CV10 7QR,8,660,8,1265,553.20999999999913,No,4,0,OSTN15,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Bermuda_Park_25-06-17_W12_Tuesday_Night_JS.xlsm,Survey,CRSA,Bermuda Park,240335,06/17/2025,Tuesday,Night,12,22:00:00,05:50:00,03:50:00,23:50:00,03:50:00,04:00:00,02:35:00,00:00:00,00:00:00,00:00:00,Joe Saxon,CNN,CV10 7QR,8,660,8,1265,553.20999999999913,No,4,0,OSTN15,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Bermuda_Park_25-06-16_W12_Monday_Night_JS.xlsm,Survey,CRSA,Bermuda Park,240335,06/16/2025,Monday,Night,12,21:00:00,08:00:00,03:30:00,22:45:00,06:15:00,07:30:00,02:10:00,00:00:00,00:00:00,00:00:00,Joe Saxon,CNN,CV10 7QR,8,660,8,1265,553.20999999999913,No,3,0,OSTN15,12,3,1,2026,25,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Bermuda_Park_25-06-14_W12_Saturday_Night_JS.xlsm,Survey,CRSA,Bermuda Park,240335,06/14/2025,Saturday,Night,12,21:00:00,08:00:00,03:30:00,22:45:00,06:15:00,07:30:00,02:45:00,00:00:00,00:00:00,00:00:00,Joe Saxon,CNN,CV10 7QR,8,660,8,1265,553.20999999999913,No,2,0,OSTN15,11,3,1,2026,24,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Roade_&_Ashton_25-06-07_W11_Saturday_Night_PD.xlsm,Survey,CRSA,Roade & Ashton,240335,06/07/2025,Saturday,Night,11,21:30:00,09:30:00,06:30:00,01:00:00,06:30:00,05:30:00,01:00:00,00:00:00,00:00:00,00:00:00,Philip Dee,LEC1,NN7 2EW,58,300,58,880,530.34999999999127,No,3,0,ECML Snakegrid,10,3,1,2026,23,June,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Tame_Bridge_Parkway_25-05-08_W6_Thursday_Night_PS.xlsm,Survey,CRSA,Tame Bridge Parkway,240098,05/08/2025,Thursday,Night,6,23:55:00,05:30:00,02:20:00,00:45:00,04:00:00,03:15:00,03:40:00,00:00:00,00:00:00,00:00:00,P. Serwinski,PBJ,WS10 0LD,7,939,7,1276,308.14999999999964,No,4,0,Local Pseudo OS,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Roade_&_Ashton_25-05-31_W10_Saturday_Night_JB.xlsm,Survey,CRSA,Roade & Ashton,240335,05/31/2025,Saturday,Night,10,22:00:00,09:30:00,05:40:00,01:00:00,06:50:00,05:50:00,02:15:00,00:00:00,00:00:00,00:00:00,Jack Boardman,LEC1,NN7 2EW,58,300,58,880,530.34999999999127,No,3,0,ECML Snakegrid,9,2,1,2026,22,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Tame_Bridge_Parkway_25-05-07_W6_Wednesday_Night_PS.xlsm,Survey,CRSA,Tame Bridge Parkway,240098,05/07/2025,Wednesday,Night,6,23:55:00,05:30:00,02:20:00,00:45:00,04:00:00,03:15:00,01:55:00,00:00:00,00:00:00,00:00:00,Ps. Serwinski,PBJ,WS10 0LD,7,939,7,1276,308.14999999999964,No,4,0,Local Pseudo OS,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Tame_Bridge_Parkway_25-05-06_W6_Tuesday_Night_PS.xlsm,Survey,CRSA,Tame Bridge Parkway,240098,05/06/2025,Tuesday,Night,6,23:55:00,05:30:00,02:20:00,00:45:00,04:00:00,03:15:00,01:45:00,00:00:00,00:00:00,00:00:00,Ps. Serwinski,PBJ,WS10 0LD,7,939,7,1276,308.14999999999964,No,2,0,Local Pseudo OS,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Tame_Bridge_Parkway_25-05-03_W6_Saturday_Night_MC.xlsm,Survey,CRSA,Tame Bridge Parkway,240098,05/03/2025,Saturday,Night,6,22:15:00,07:20:00,04:05:00,00:45:00,05:45:00,05:00:00,04:10:00,00:00:00,00:00:00,00:00:00,Morgan Cowell,PBJ,WS10 0LD,7,939,7,1276,308.14999999999964,No,2,0,Local Pseudo OS,5,2,1,2026,18,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Barton_&_Broughton_Loop_25-05-03_W6_Saturday_Night_JS.xlsm,Survey,CRSA,Barton & Broughton Loop,240098,05/03/2025,Saturday,Night,6,23:00:00,07:15:00,02:30:00,00:15:00,06:00:00,05:45:00,03:45:00,00:00:00,00:00:00,00:00:00,Joe Saxon,CGJ6,PR3 5ND,3,1019,4,301,952.79999999999927,No,2,0,Local Pseudo OS,5,2,1,2026,18,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Barton_&_Broughton_Loop_25-05-04_W6_Sunday_Night_SP.xlsm,Survey,CRSA,Barton & Broughton Loop,240098,05/04/2025,Sunday,Night,6,22:00:00,04:30:00,01:50:00,23:00:00,03:40:00,04:40:00,00:55:00,00:00:00,00:00:00,00:00:00,Sam Percival,CGJ6,PR3 5ND,3,1019,4,301,952.79999999999927,No,3,0,Local Pseudo OS,5,2,1,2026,18,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_Survey_DR1724__Drainage_Survey_25-04-06_W2_Sunday_DAY_KZ.xlsm,Survey,CRSA,DR1724  Drainage Survey,240245,04/06/2025,Sunday,Day,2,07:00:00,14:10:00,02:00:00,08:00:00,13:10:00,05:10:00,03:30:00,00:00:00,00:00:00,00:00:00,Kris Zielinski,0,0,13,300,13,600,274.31999999999971,No,2,0,OS,1,1,1,2026,14,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Leighton_Buzzard_25-03-02_W49_Sunday_Night_JS.xlsm,Survey,CRSA,Leighton Buzzard,240335,03/02/2025,Sunday,Night,49,18:00:00,03:00:00,05:45:00,20:30:00,23:45:00,03:15:00,07:40:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,LU7 2QD,40,92,40,532,402.34000000000378,No,2,0,TBC,48,12,4,2025,9,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-240098_Survey_Bridge29_25-03-29_W1_Saturday_Night_MM.xlsm,Survey,CRSA,Bridge29,240098,03/29/2025,Saturday,Night,1,20:00:00,08:00:00,03:30:00,23:00:00,07:30:00,08:30:00,05:30:00,00:00:00,00:00:00,00:00:00,M McAvoy,LLG,NW10 YNY,1,605,1,815,192.01999999999998,No,3,0,N/A,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-240098_Survey_Bridge29_25-03-08_W50_Saturday_Night_OA.xlsm,Survey,CRSA,Bridge29,240098,03/08/2025,Saturday,Night,50,00:00:00,07:45:00,02:05:00,01:00:00,06:40:00,05:40:00,03:30:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,LLG,NW10 YNY,1,605,1,815,192.01999999999998,No,3,0,N/A,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-240098_Survey_Bridge29_25-02-15_W47_Saturday_Night_JJ.xlsm,Survey,CRSA,Bridge29,240098,02/15/2025,Saturday,Night,47,21:15:00,09:15:00,06:20:00,00:40:00,06:20:00,05:40:00,04:25:00,00:00:00,00:00:00,00:00:00,Josh Jackson,LLG,NW10 YNY,1,605,1,815,192.01999999999998,No,2,0,N/A,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-240098_Survey_Bridge29_25-02-01_W45_Saturday_Night_JS.xlsm,Survey,CRSA,Bridge29,240098,02/01/2025,Saturday,Night,45,21:15:00,08:00:00,01:00:00,21:30:00,07:15:00,09:45:00,04:15:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LLG,NW10 YNY,1,605,1,815,192.01999999999998,No,3,0,N/A,44,11,4,2025,5,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/260225_Survey_DR1725_CRSA_Drainage_26-02-25_W48_Wednesday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1725,240245,02/26/2025,Wednesday,Night,48,21:45:00,05:00:00,01:35:00,22:30:00,04:10:00,05:40:00,02:15:00,00:00:00,00:00:00,00:00:00,Lee Boyle,MVL3,0,18,1011,18,1295,259.68999999999869,No,2,0,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250225_Survey_DR1725_CRSA_Drainage_25-02-25_W48_Tuesday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1725,240245,02/25/2025,Tuesday,Night,48,21:45:00,05:00:00,01:35:00,22:30:00,04:10:00,05:40:00,02:05:00,00:00:00,00:00:00,00:00:00,Lee Boyle,MVL3,0,18,1011,18,1295,259.68999999999869,No,2,0,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250224_Survey_DR1725_CRSA_Drainage_25-02-24_W48_Monday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1725,240245,02/24/2025,Monday,Night,48,21:45:00,05:00:00,01:35:00,22:30:00,04:10:00,05:40:00,03:30:00,00:00:00,00:00:00,00:00:00,Lee Boyle,MVL3,0,18,562,18,707,132.58999999999651,No,2,0,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Welham_Green_Station_25-04-24_W4_Thursday_Night_OA.xlsm,Survey,CRSA,Welham Green Station,240335,04/24/2025,Thursday,Night,4,22:00:00,04:30:00,03:00:00,23:30:00,03:00:00,03:30:00,03:05:00,00:00:00,00:00:00,00:00:00,Ovidiu Amariutei,ECM1,AL9 7PE,15,285,15,853,519.38000000000102,No,3,0,ECML Snakegrid,4,1,1,2026,17,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Welham_Green_Station_25-04-23_W4_Wednesday_Night_JS.xlsm,Survey,CRSA,Welham Green Station,240335,04/23/2025,Wednesday,Night,4,23:15:00,04:55:00,00:35:00,23:30:00,04:35:00,05:05:00,01:40:00,00:00:00,00:00:00,00:00:00,Joe Saxon,ECM1,AL9 7PE,15,285,15,853,519.38000000000102,No,3,0,ECML Snakegrid,4,1,1,2026,17,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Welham_Green_Station_25-03-25_W52_Tuesday_Night_JS.xlsm,Survey,CRSA,Welham Green Station,240335,03/25/2025,Tuesday,Night,52,23:00:00,04:30:00,00:50:00,23:30:00,04:10:00,04:40:00,02:10:00,00:00:00,00:00:00,00:00:00,Joe Saxon,ECM1,AL9 7PE,15,285,15,853,519.38000000000102,No,3,0,ECML Snakegrid,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Welham_Green_Station_25-03-26_W52_Wednesday_Night_JS.xlsm,Survey,CRSA,Welham Green Station,240335,03/26/2025,Wednesday,Night,52,23:00:00,04:30:00,00:50:00,23:30:00,04:10:00,04:40:00,02:10:00,00:00:00,00:00:00,00:00:00,Joe Saxon,ECM1,AL9 7PE,15,285,15,853,519.38000000000102,No,3,0,ECML Snakegrid,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Welham_Green_Station_25-03-24_W52_Monday_Night_JS.xlsm,Survey,CRSA,Welham Green Station,240335,03/24/2025,Monday,Night,52,23:00:00,04:10:00,00:50:00,23:30:00,03:50:00,04:20:00,03:05:00,00:00:00,00:00:00,00:00:00,Joe Saxon,ECM1,AL9 7PE,15,285,15,853,519.38000000000102,No,2,0,TBC,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Welham_Green_Station_25-03-27_W52_Thursday_Night_JW.xlsm,Survey,CRSA,Welham Green Station,240335,03/27/2025,Thursday,Night,52,23:00:00,06:00:00,02:45:00,23:30:00,03:45:00,04:15:00,02:35:00,00:00:00,00:00:00,00:00:00,Jake Winstone,ECM1,AL9 7PE,15,285,15,853,519.38000000000102,No,3,0,ECML Snakegrid,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Warehills_to_Tollerton_25-03-29_W1_Saturday_Night_PS.xlsm,Survey,CRSA,Warehills to Tollerton,240335,03/29/2025,Saturday,Night,1,23:00:00,07:00:00,01:15:00,23:30:00,06:15:00,06:45:00,03:30:00,00:00:00,00:00:00,00:00:00,P. Serwinski,ECM5,YO61 1RG,8,1749,9,925,855.8799999999992,No,3,0,ECML14,52,12,4,2025,13,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Warehills_to_Tollerton_25-03-01_W49_Saturday_Night_JD.xlsm,Survey,CRSA,Warehills to Tollerton,240335,03/01/2025,Saturday,Night,49,22:30:00,06:30:00,02:00:00,23:30:00,05:30:00,06:00:00,03:30:00,00:00:00,00:00:00,00:00:00,James Dietz,ECM5,YO61 1RG,8,1749,9,925,855.8799999999992,No,3,0,TBC,48,12,4,2025,9,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Warehills_to_Tollerton_25-03-08_W50_Saturday_Night_JS.xlsm,Survey,CRSA,Warehills to Tollerton,240335,03/08/2025,Saturday,Night,50,23:00:00,07:00:00,01:15:00,23:30:00,06:15:00,06:45:00,03:35:00,00:00:00,00:00:00,00:00:00,Joe Saxon,ECM5,YO61 1RG,8,1749,9,925,855.8799999999992,No,2,0,ECML14,49,12,4,2025,10,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Leighton_Buzzard_25-02-23_W48_Sunday_Night_JS.xlsm,Survey,CRSA,Leighton Buzzard,240335,02/23/2025,Sunday,Night,48,20:00:00,07:15:00,03:00:00,20:30:00,04:45:00,08:15:00,02:40:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,LU7 2QD,40,92,40,532,402.34000000000378,No,3,0,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Leighton_Buzzard_25-02-15_W47_Saturday_Night_JS.xlsm,Survey,CRSA,Leighton Buzzard,240335,02/15/2025,Saturday,Night,47,21:00:00,06:30:00,01:00:00,21:30:00,06:00:00,08:30:00,02:20:00,00:00:00,00:00:00,00:00:00,Joe Saxon,LEC1,LU7 2QD,40,92,40,532,402.34000000000378,No,2,0,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Leighton_Buzzard_25-02-15_W47_Saturday_Night_JD.xlsm,Survey,CRSA,Leighton Buzzard,240335,02/15/2025,Saturday,Night,47,20:00:00,06:00:00,00:45:00,20:20:00,05:35:00,09:15:00,02:50:00,00:00:00,00:00:00,00:00:00,James Dietz,LEC1,LU7 2QD,40,92,40,532,402.34000000000378,No,2,0,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_Survey_DR1726_-_CRSA_Drainage_25-02-02_W45_Sunday_Day_SH.xlsm,Survey,CRSA,DR1726 - CRSA Drainage,240245,02/02/2025,Sunday,Day,45,07:00:00,15:45:00,00:45:00,08:00:00,16:00:00,08:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Steve Higgin,MVL3,OL6 6UG,10,1540,12,1584,3258.9200000000019,No,2,0,TBC,44,11,4,2025,5,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_Survey_DR1726_-_CRSA_Drainage_25-02-02_W45_Sunday_Day_LT.xlsm,Survey,CRSA,DR1726 - CRSA Drainage,240245,02/02/2025,Sunday,Day,45,07:00:00,15:45:00,00:45:00,08:00:00,16:00:00,08:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Lewis Thompson,MVL3,OL6 6UG,10,1540,12,1584,3258.9200000000019,No,2,0,TBC,44,11,4,2025,5,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_Survey_DR1725_25-02-25_W48_Tuesday_Night_AS.xlsm,Survey,CRSA,DR1725,240245,02/25/2025,Tuesday,Night,48,21:45:00,05:00:00,01:35:00,22:30:00,04:10:00,05:40:00,02:05:00,00:00:00,00:00:00,00:00:00,Antonio Salvador,MVL3,0,18,1011,18,1295,259.68999999999869,No,2,0,TBC,48,11,4,2025,9,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_Survey_DR1722_CRSA_Drainage_25-02-15_W47_Saturday_Night_LT.xlsm,Survey,CRSA,DR1722 CRSA Drainage,240245,02/15/2025,Saturday,Night,47,22:00:00,08:00:00,02:35:00,23:20:00,06:45:00,07:25:00,02:15:00,00:00:00,00:00:00,00:00:00,Lewis Thompson,MVL3,0,20,880,23,0,4023.3600000000006,No,2,0,TBC,46,11,4,2025,7,February,2025
